url,error_message,function_name,error_level,date,process_time,replicas_nb_by_url,replicas_nb_by_name,replicas_nb_by_image
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,,get_url,,2021-11-03,0.0,,,
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,,get_html,,2021-11-03,1.5659990310668945,,,
,,get_image,,2021-11-03,0.046541690826416016,,,
,,get_price,,2021-11-03,0.05301046371459961,,,
,,get_name,,2021-11-03,0.1585545539855957,,,
,,get_description,,2021-11-03,0.15857577323913574,,,
,,get_data,,2021-11-03,1.7535741329193115,,,
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,,data_Diffbot,,2021-11-03,12.750270366668701,,,
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,,data_France_Verif,,2021-11-03,0.6217286586761475,,,
,400 Request must specify image and features.,data_Google_Vision,error,2021-11-03,0.1696469783782959,,,
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,,get_product,,2021-11-03,13.605224132537842,,,
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,,data_Aliexpress,error,2021-11-03,0.14589262008666992,,,
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,"400, message='Bad Request', url=URL('https://serpapi.com/search?hl=fr&gl=fr&location=France&google_domain=Google.fr&api_key=5184464b38176b7b04daa419458c5476b7a0864ad841f9ec8c8db6ed214afe36&tbm=isch&timeout=20&source=python&engine=google&q=')",data_Google_combined,warn,2021-11-03,0.35357141494750977,,,
https://panafrica-store.com/produit/panafrica-bamako-baskets-colorees-wax-ethique-2/,,data_Google_combined,,2021-11-03,3.441950798034668,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAFGgJxdQ&sig=AOD64_12O82IHNRjuSOuIEwu0zPNhbggdA&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECMQI&adurl=,,get_url,,2021-11-03,0.23800086975097656,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABABGgJxdQ&sig=AOD64_2D1YLtiaUrf43Z6G3dN4GdpdZxnA&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECK4I&adurl=,,get_url,,2021-11-03,0.2570011615753174,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABADGgJxdQ&sig=AOD64_3l2PogcwzpQszkUmLL6CzQeEWuaQ&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECLkI&adurl=,,get_url,,2021-11-03,0.2550013065338135,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAHGgJxdQ&sig=AOD64_33U2ufFl7wts2ZjnpO_vNwXuWPlw&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECNAI&adurl=,,get_url,,2021-11-03,0.2480015754699707,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABANGgJxdQ&sig=AOD64_1Y61eIPMUgB8RgyQr_sqzANYdTBQ&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECPMI&adurl=,,get_url,,2021-11-03,0.23403120040893555,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAfGgJxdQ&sig=AOD64_3n4JfN1JErsvaLFtkemcMV7LBDTw&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECN4J&adurl=,,get_url,,2021-11-03,0.18500065803527832,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAZGgJxdQ&sig=AOD64_0ueImbMCSYm052USZYKvQbiHOcfQ&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECLwJ&adurl=,,get_url,,2021-11-03,0.20902276039123535,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAJGgJxdQ&sig=AOD64_3DG_ZZkQnOqhHxF-RPVZ319hMDYA&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECNsI&adurl=,,get_url,,2021-11-03,0.26700282096862793,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAXGgJxdQ&sig=AOD64_2acJ-m-9bUxSAT_whAbnsW4TZPvA&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECK4J&adurl=,,get_url,,2021-11-03,0.22999906539916992,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABARGgJxdQ&sig=AOD64_3jG8aD0stZmWbVmeGQ1sv6L9X1uQ&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECIkJ&adurl=,,get_url,,2021-11-03,0.25600123405456543,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAbGgJxdQ&sig=AOD64_1EM1zgwGkkFvnRTzVfK9n6JcDANA&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQgeUECMcJ&adurl=,,get_url,,2021-11-03,0.23000192642211914,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAdGgJxdQ&sig=AOD64_1TdnMxIV_HHMfpXnu1qTskWpkmRQ&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECNIJ&adurl=,,get_url,,2021-11-03,0.2290194034576416,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABATGgJxdQ&sig=AOD64_1r5Rd2zFWlpipkMzjlc6iWo1EsMg&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECJQJ&adurl=,,get_url,,2021-11-03,0.2719993591308594,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAVGgJxdQ&sig=AOD64_3jNiNWASNx1eDwmGGYfqVFpVJl5w&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECKEJ&adurl=,,get_url,,2021-11-03,0.26999926567077637,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABALGgJxdQ&sig=AOD64_30jFsU-vpWA2u1KOUYEght-h6Mqg&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECOYI&adurl=,,get_url,,2021-11-03,0.3099997043609619,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAPGgJxdQ&sig=AOD64_2kdJrD-E8n1Xe0YpPVzaUDRGrsig&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECP4I&adurl=,,get_url,,2021-11-03,0.30300259590148926,,,
https://www.google.fr/aclk?sa=L&ai=DChcSEwi38fG6g_zzAhUOpsgKHTa1CcEYABAjGgJxdQ&sig=AOD64_2iz0MjcMJa62HYFE5QVvwHDBD9YQ&ctype=5&q=&ved=0ahUKEwiWzey6g_zzAhUnl3IEHRQqBgAQg-UECPYJ&adurl=,,get_url,,2021-11-03,0.24596810340881348,,,
